CustomerID,Age,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,ContractType,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,TechSupport,StreamingServices,MonthlyUsageGB,SupportTicketsLastYear,PaymentDelaysCount,CustomerSatisfactionScore,MonthlyCharges,TotalChargesHistorical,Churn,CustomerLifetimeValue,Cluster_ID,Customer_Persona,Predicted_Churn_Prob,Predicted_Churn_Binary,Predicted_CLV_Dollars,Churn_Risk_Tier,CLV_Value_Tier
CUST_10651,66,Female,1,Yes,Yes,15,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,398.6,1,0,4.0,103.01,1569.59,0,2912.92,2,Tech-Savvy Heavy Streamers,0.2697,0,2697.62,Low Risk (<30%),High Value (>$2.5k)
CUST_10652,57,Female,0,Yes,Yes,39,Month-to-month,Yes,Electronic check,DSL,Yes,No,No,95.3,3,2,3.0,61.71,2395.9,1,990.58,0,High-Value Enterprise Loyalists,0.419,0,1651.56,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_10653,39,Female,0,No,No,26,Month-to-month,Yes,Mailed check,No,No internet service,No internet service,No internet service,17.1,2,0,4.0,23.23,599.91,0,1117.08,1,At-Risk Month-to-Month Consumers,0.1337,0,881.02,Low Risk (<30%),Budget Value (<$1.2k)
CUST_10654,28,Female,0,No,No,17,One year,No,Electronic check,Fiber optic,No,Yes,No,332.6,0,1,4.0,91.07,1502.06,0,2795.4,2,Tech-Savvy Heavy Streamers,0.1833,0,2541.88,Low Risk (<30%),High Value (>$2.5k)
CUST_10655,75,Male,1,Yes,Yes,12,Month-to-month,Yes,Mailed check,DSL,No,Yes,Yes,123.0,6,0,3.0,81.08,985.67,1,949.23,3,Budget-Conscious Minimalists,0.8936,1,1595.94,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_10656,43,Female,0,Yes,Yes,16,Two year,Yes,Mailed check,Fiber optic,No,No,No,484.9,1,0,5.0,78.61,1257.71,0,2730.63,2,Tech-Savvy Heavy Streamers,0.0161,0,2500.89,Low Risk (<30%),High Value (>$2.5k)
CUST_10657,42,Female,0,No,No,16,Month-to-month,No,Mailed check,Fiber optic,No,Yes,No,395.1,3,2,3.0,100.81,1597.22,1,1333.15,0,High-Value Enterprise Loyalists,0.7868,1,1865.4,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_10658,42,Female,0,Yes,Yes,2,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,No,57.2,1,0,4.0,74.31,153.03,0,1917.63,1,At-Risk Month-to-Month Consumers,0.1429,0,1617.95,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10659,45,Male,0,No,No,23,One year,Yes,Credit card (automatic),DSL,No,No,Yes,116.3,0,0,5.0,70.54,1667.82,0,2009.96,1,At-Risk Month-to-Month Consumers,0.0415,0,1940.7,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10660,40,Male,0,Yes,Yes,30,Two year,No,Mailed check,Fiber optic,No,No,Yes,496.8,1,0,5.0,101.79,3054.77,0,3152.86,2,Tech-Savvy Heavy Streamers,0.0124,0,3224.12,Low Risk (<30%),High Value (>$2.5k)
CUST_10661,35,Male,0,No,No,53,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,No,325.8,3,0,4.0,77.65,4120.39,0,2747.99,3,Budget-Conscious Minimalists,0.0767,0,2700.99,Low Risk (<30%),High Value (>$2.5k)
CUST_10662,35,Male,0,Yes,No,22,One year,Yes,Electronic check,DSL,Yes,Yes,Yes,151.9,0,2,4.0,101.15,2270.61,0,2913.37,0,High-Value Enterprise Loyalists,0.1891,0,2631.04,Low Risk (<30%),High Value (>$2.5k)
CUST_10663,42,Female,0,No,No,20,One year,Yes,Credit card (automatic),DSL,No,Yes,No,184.8,1,1,4.0,60.21,1233.6,0,1355.27,1,At-Risk Month-to-Month Consumers,0.0898,0,1756.99,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10664,35,Male,0,Yes,Yes,64,Two year,No,Mailed check,DSL,No,Yes,Yes,156.9,0,0,5.0,94.84,6092.04,0,3093.27,1,At-Risk Month-to-Month Consumers,0.0046,0,3142.77,Low Risk (<30%),High Value (>$2.5k)
CUST_10665,33,Female,0,No,No,28,Month-to-month,No,Mailed check,DSL,Yes,No,No,141.4,2,0,4.0,58.55,1685.63,0,2243.56,1,At-Risk Month-to-Month Consumers,0.1436,0,1770.45,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10666,43,Female,0,Yes,No,28,Month-to-month,Yes,Mailed check,DSL,No,No,No,129.2,3,0,4.0,53.53,1476.86,0,2024.45,3,Budget-Conscious Minimalists,0.1909,0,1635.36,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10667,39,Male,0,Yes,No,23,One year,Yes,Credit card (automatic),DSL,Yes,No,No,110.6,1,0,4.0,67.76,1609.84,0,1849.06,1,At-Risk Month-to-Month Consumers,0.0473,0,1900.49,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10668,62,Male,0,No,No,18,Two year,Yes,Credit card (automatic),Fiber optic,Yes,No,No,337.5,0,0,5.0,84.47,1545.54,0,2444.73,2,Tech-Savvy Heavy Streamers,0.0228,0,2530.02,Low Risk (<30%),High Value (>$2.5k)
CUST_10669,18,Female,0,No,No,35,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,Yes,520.4,3,3,3.0,111.7,3940.8,0,3797.01,0,High-Value Enterprise Loyalists,0.437,0,3103.63,Medium Risk (30-60%),High Value (>$2.5k)
CUST_10670,56,Female,0,No,No,21,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,432.9,1,1,5.0,115.93,2451.19,1,1535.09,2,Tech-Savvy Heavy Streamers,0.127,0,3137.96,Low Risk (<30%),High Value (>$2.5k)
CUST_10671,58,Male,0,Yes,Yes,28,Month-to-month,No,Electronic check,DSL,Yes,No,Yes,113.6,0,2,3.0,84.96,2358.7,1,1325.23,0,High-Value Enterprise Loyalists,0.5547,1,1928.11,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_10672,18,Female,0,No,No,10,Month-to-month,No,Electronic check,Fiber optic,No,Yes,Yes,315.8,6,3,1.0,113.91,1093.56,1,1466.66,3,Budget-Conscious Minimalists,0.9644,1,1242.09,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_10673,38,Female,0,Yes,No,46,Two year,No,Credit card (automatic),Fiber optic,No,Yes,Yes,360.4,0,0,5.0,116.61,5373.99,0,3703.3,2,Tech-Savvy Heavy Streamers,0.0064,0,3742.6,Low Risk (<30%),High Value (>$2.5k)
CUST_10674,37,Female,0,No,No,8,Month-to-month,No,Electronic check,Fiber optic,No,No,Yes,390.2,1,0,5.0,93.33,731.72,1,1156.51,2,Tech-Savvy Heavy Streamers,0.4731,1,2075.42,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_10675,24,Female,0,No,No,30,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,Yes,306.5,1,0,4.0,113.17,3377.34,0,3542.44,2,Tech-Savvy Heavy Streamers,0.2665,0,2968.71,Low Risk (<30%),High Value (>$2.5k)
CUST_10676,32,Male,0,Yes,No,55,Month-to-month,No,Bank transfer (automatic),DSL,Yes,No,No,71.2,3,0,4.0,60.63,3324.36,0,2069.25,1,At-Risk Month-to-Month Consumers,0.045,0,2151.35,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10677,28,Female,0,No,No,70,Two year,No,Credit card (automatic),Fiber optic,No,No,Yes,415.5,2,1,4.0,99.79,6922.14,0,3619.84,2,Tech-Savvy Heavy Streamers,0.0095,0,3550.36,Low Risk (<30%),High Value (>$2.5k)
CUST_10678,65,Female,1,No,No,35,Month-to-month,Yes,Electronic check,DSL,No,No,No,103.0,0,1,5.0,45.79,1577.44,0,1659.36,1,At-Risk Month-to-Month Consumers,0.1577,0,1579.58,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10679,54,Male,0,Yes,Yes,37,Month-to-month,Yes,Electronic check,No,No internet service,No internet service,No internet service,11.8,2,2,2.0,19.87,697.69,0,945.65,0,High-Value Enterprise Loyalists,0.3122,0,782.45,Medium Risk (30-60%),Budget Value (<$1.2k)
CUST_10680,59,Male,0,No,No,6,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,Yes,296.5,2,1,3.0,110.8,634.49,1,1385.07,3,Budget-Conscious Minimalists,0.7739,1,1380.14,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_10681,51,Female,0,Yes,Yes,13,Month-to-month,No,Electronic check,Fiber optic,No,Yes,Yes,269.8,4,2,2.0,117.46,1506.67,1,1398.02,3,Budget-Conscious Minimalists,0.8793,1,1515.77,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_10682,27,Female,0,No,No,15,Two year,No,Electronic check,Fiber optic,No,No,No,440.4,1,1,5.0,79.6,1190.28,0,2474.5,2,Tech-Savvy Heavy Streamers,0.0518,0,2366.45,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10683,35,Female,0,Yes,No,30,Month-to-month,No,Credit card (automatic),DSL,No,No,Yes,159.8,2,1,5.0,69.82,2107.27,0,2212.18,1,At-Risk Month-to-Month Consumers,0.1025,0,1948.76,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10684,48,Male,0,Yes,No,46,One year,No,Electronic check,Fiber optic,No,Yes,Yes,439.0,3,2,3.0,111.01,5152.36,1,1765.3,0,High-Value Enterprise Loyalists,0.6303,1,2587.05,Critical Risk (>60%),High Value (>$2.5k)
CUST_10685,26,Male,0,Yes,Yes,22,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,378.2,3,0,4.0,128.0,2781.96,1,1671.32,2,Tech-Savvy Heavy Streamers,0.2735,0,2979.61,Low Risk (<30%),High Value (>$2.5k)
CUST_10686,51,Male,0,No,No,31,One year,No,Credit card (automatic),DSL,Yes,No,No,66.8,0,1,4.0,55.41,1746.91,0,1656.65,1,At-Risk Month-to-Month Consumers,0.0385,0,1730.1,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10687,39,Male,0,No,No,37,One year,No,Bank transfer (automatic),Fiber optic,No,No,Yes,413.2,1,0,5.0,95.97,3541.39,0,2802.95,2,Tech-Savvy Heavy Streamers,0.0389,0,2974.26,Low Risk (<30%),High Value (>$2.5k)
CUST_10688,37,Male,0,No,No,59,Two year,Yes,Electronic check,Fiber optic,No,Yes,Yes,592.4,3,2,3.0,127.58,7473.75,0,4446.52,2,Tech-Savvy Heavy Streamers,0.0338,0,4341.04,Low Risk (<30%),High Value (>$2.5k)
CUST_10689,51,Male,0,Yes,No,48,One year,No,Bank transfer (automatic),DSL,No,Yes,No,112.2,2,0,4.0,63.73,3034.74,0,2225.57,1,At-Risk Month-to-Month Consumers,0.032,0,2139.43,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10690,48,Female,0,Yes,Yes,2,Month-to-month,Yes,Credit card (automatic),DSL,No,No,Yes,52.7,3,0,3.0,64.37,147.15,1,586.04,3,Budget-Conscious Minimalists,0.5253,1,1179.2,Medium Risk (30-60%),Budget Value (<$1.2k)
CUST_10691,37,Female,0,No,No,40,One year,No,Electronic check,No,No internet service,No internet service,No internet service,18.8,0,0,5.0,21.57,865.9,0,1161.05,1,At-Risk Month-to-Month Consumers,0.0276,0,1096.46,Low Risk (<30%),Budget Value (<$1.2k)
CUST_10692,57,Male,0,No,No,42,Two year,Yes,Electronic check,DSL,No,No,Yes,45.5,1,0,4.0,70.25,2902.49,0,2063.26,1,At-Risk Month-to-Month Consumers,0.018,0,2262.99,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10693,28,Female,0,Yes,No,46,One year,No,Electronic check,DSL,No,No,Yes,80.1,1,0,5.0,67.34,3106.34,0,2297.93,1,At-Risk Month-to-Month Consumers,0.0298,0,2207.17,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10694,50,Female,0,Yes,Yes,7,Month-to-month,Yes,Mailed check,DSL,No,No,Yes,109.4,2,0,4.0,71.93,476.16,1,975.56,3,Budget-Conscious Minimalists,0.2822,0,1579.76,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10695,50,Male,0,No,No,64,Two year,Yes,Electronic check,Fiber optic,No,Yes,Yes,486.1,1,1,4.0,115.45,7374.48,0,4268.73,2,Tech-Savvy Heavy Streamers,0.0203,0,4082.85,Low Risk (<30%),High Value (>$2.5k)
CUST_10696,38,Female,0,Yes,Yes,39,Month-to-month,Yes,Bank transfer (automatic),No,No internet service,No internet service,No internet service,15.9,2,0,4.0,18.5,713.92,0,864.62,1,At-Risk Month-to-Month Consumers,0.1056,0,915.36,Low Risk (<30%),Budget Value (<$1.2k)
CUST_10697,46,Male,0,No,No,24,One year,Yes,Bank transfer (automatic),DSL,No,Yes,Yes,94.9,1,0,5.0,85.61,2056.69,0,2409.48,1,At-Risk Month-to-Month Consumers,0.0585,0,2357.58,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10698,26,Male,0,No,No,33,Month-to-month,Yes,Mailed check,No,No internet service,No internet service,No internet service,12.0,1,1,3.0,18.84,638.03,0,899.41,1,At-Risk Month-to-Month Consumers,0.1892,0,890.34,Low Risk (<30%),Budget Value (<$1.2k)
CUST_10699,54,Female,0,No,No,31,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,No,Yes,74.5,1,0,4.0,81.5,2534.19,0,2234.15,1,At-Risk Month-to-Month Consumers,0.0678,0,2258.68,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10700,40,Male,0,No,No,52,One year,No,Electronic check,Fiber optic,Yes,No,No,285.2,1,1,4.0,89.94,4701.51,0,3127.57,2,Tech-Savvy Heavy Streamers,0.037,0,2929.1,Low Risk (<30%),High Value (>$2.5k)
CUST_10701,35,Female,0,Yes,Yes,49,Two year,Yes,Bank transfer (automatic),DSL,No,No,No,111.1,0,0,5.0,46.61,2294.79,0,1884.3,1,At-Risk Month-to-Month Consumers,0.0057,0,1856.3,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10702,56,Female,0,No,No,16,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,No,358.0,0,1,5.0,79.54,1278.02,0,2434.24,2,Tech-Savvy Heavy Streamers,0.1164,0,2159.25,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10703,33,Male,0,No,No,41,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,No,No,426.2,4,1,3.0,90.55,3703.03,1,1782.98,3,Budget-Conscious Minimalists,0.3576,0,2608.16,Medium Risk (30-60%),High Value (>$2.5k)
CUST_10704,24,Male,0,Yes,No,20,Month-to-month,No,Electronic check,DSL,No,Yes,No,128.1,2,0,4.0,58.52,1151.86,0,1654.28,1,At-Risk Month-to-Month Consumers,0.327,0,1470.78,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_10705,22,Male,0,No,No,42,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,No,No,70.1,2,0,5.0,61.88,2629.07,0,1973.69,1,At-Risk Month-to-Month Consumers,0.0683,0,2030.76,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10706,50,Female,0,Yes,Yes,40,Two year,Yes,Mailed check,Fiber optic,No,No,Yes,102.1,2,1,4.0,102.44,4083.14,0,3359.99,3,Budget-Conscious Minimalists,0.0242,0,3150.66,Low Risk (<30%),High Value (>$2.5k)
CUST_10707,25,Male,0,No,No,12,Month-to-month,Yes,Mailed check,DSL,No,No,Yes,93.5,0,1,5.0,59.99,763.74,0,1542.73,1,At-Risk Month-to-Month Consumers,0.0926,0,1448.07,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10708,65,Female,1,Yes,No,53,Two year,Yes,Electronic check,DSL,No,Yes,No,205.7,0,2,4.0,51.34,2745.27,0,2071.12,0,High-Value Enterprise Loyalists,0.0191,0,2105.09,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10709,18,Male,0,No,No,20,Two year,Yes,Electronic check,No,No internet service,No internet service,No internet service,13.3,1,2,4.0,19.88,424.59,0,909.11,1,At-Risk Month-to-Month Consumers,0.0171,0,762.59,Low Risk (<30%),Budget Value (<$1.2k)
CUST_10710,64,Female,0,Yes,No,26,Two year,No,Mailed check,Fiber optic,No,Yes,No,371.7,1,0,5.0,91.93,2372.22,0,3005.76,2,Tech-Savvy Heavy Streamers,0.0188,0,2944.13,Low Risk (<30%),High Value (>$2.5k)
CUST_10711,45,Male,0,Yes,No,34,Month-to-month,Yes,Mailed check,DSL,No,Yes,Yes,61.0,3,0,4.0,87.63,3003.71,0,2747.67,3,Budget-Conscious Minimalists,0.098,0,2308.96,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10712,41,Female,0,No,No,32,Month-to-month,Yes,Mailed check,No,No internet service,No internet service,No internet service,12.1,3,0,4.0,18.5,639.55,0,873.35,1,At-Risk Month-to-Month Consumers,0.1676,0,886.94,Low Risk (<30%),Budget Value (<$1.2k)
CUST_10713,35,Female,0,No,No,10,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,No,146.5,6,0,3.0,48.83,516.88,1,636.6,3,Budget-Conscious Minimalists,0.8148,1,1022.2,Critical Risk (>60%),Budget Value (<$1.2k)
CUST_10714,47,Female,0,Yes,Yes,43,One year,Yes,Electronic check,Fiber optic,No,No,Yes,415.0,0,0,5.0,102.68,4470.32,0,3256.93,2,Tech-Savvy Heavy Streamers,0.0341,0,3368.85,Low Risk (<30%),High Value (>$2.5k)
CUST_10715,42,Male,0,Yes,No,32,One year,No,Electronic check,DSL,Yes,No,Yes,120.7,1,1,3.0,83.91,2698.64,0,2501.09,0,High-Value Enterprise Loyalists,0.1048,0,2365.7,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10716,56,Male,0,Yes,Yes,35,Month-to-month,No,Mailed check,DSL,No,Yes,No,136.9,4,0,3.0,59.79,2127.48,0,2118.12,3,Budget-Conscious Minimalists,0.2204,0,1701.19,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10717,43,Male,0,No,No,51,Two year,No,Bank transfer (automatic),Fiber optic,No,No,No,509.3,0,0,5.0,77.75,3980.18,0,2958.45,2,Tech-Savvy Heavy Streamers,0.005,0,2984.63,Low Risk (<30%),High Value (>$2.5k)
CUST_10718,44,Female,0,No,No,34,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,370.9,1,1,3.0,109.52,3688.93,1,1588.65,2,Tech-Savvy Heavy Streamers,0.3336,0,2641.65,Medium Risk (30-60%),High Value (>$2.5k)
CUST_10719,37,Female,0,No,No,27,Month-to-month,No,Credit card (automatic),Fiber optic,No,Yes,Yes,552.7,3,0,3.0,115.46,3147.51,1,1825.95,3,Budget-Conscious Minimalists,0.7407,1,2241.06,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_10720,41,Female,0,No,No,33,One year,No,Bank transfer (automatic),DSL,No,Yes,No,136.0,0,0,5.0,64.35,2105.67,0,1927.39,1,At-Risk Month-to-Month Consumers,0.0294,0,1938.91,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10721,46,Male,0,No,No,60,Month-to-month,Yes,Electronic check,DSL,No,No,Yes,93.1,1,0,4.0,75.03,4466.86,0,2658.12,1,At-Risk Month-to-Month Consumers,0.0809,0,2452.7,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10722,20,Female,0,Yes,No,26,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,No,No,253.9,4,0,4.0,88.76,2299.51,0,2507.41,3,Budget-Conscious Minimalists,0.2673,0,2227.23,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10723,24,Male,0,Yes,No,37,Month-to-month,Yes,Mailed check,No,No internet service,No internet service,No internet service,13.2,0,0,5.0,23.79,890.74,0,1092.91,1,At-Risk Month-to-Month Consumers,0.0538,0,1101.34,Low Risk (<30%),Budget Value (<$1.2k)
CUST_10724,52,Male,0,No,No,51,Month-to-month,No,Mailed check,Fiber optic,No,Yes,Yes,335.9,0,0,5.0,118.85,6047.82,0,3819.88,2,Tech-Savvy Heavy Streamers,0.0585,0,3841.73,Low Risk (<30%),High Value (>$2.5k)
CUST_10725,44,Male,0,No,No,57,One year,Yes,Credit card (automatic),DSL,Yes,Yes,No,161.0,1,0,4.0,74.54,4277.89,0,2753.46,1,At-Risk Month-to-Month Consumers,0.0197,0,2679.75,Low Risk (<30%),High Value (>$2.5k)
CUST_10726,40,Male,0,No,No,58,One year,Yes,Mailed check,Fiber optic,Yes,No,Yes,506.1,1,0,5.0,109.31,6317.93,0,3909.42,2,Tech-Savvy Heavy Streamers,0.0125,0,3888.77,Low Risk (<30%),High Value (>$2.5k)
CUST_10727,42,Male,0,No,No,14,One year,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,322.3,1,0,5.0,111.68,1574.03,0,3109.84,2,Tech-Savvy Heavy Streamers,0.0658,0,2911.98,Low Risk (<30%),High Value (>$2.5k)
CUST_10728,47,Male,0,No,No,51,One year,No,Credit card (automatic),DSL,No,No,Yes,140.4,0,0,5.0,72.88,3713.69,0,2546.77,1,At-Risk Month-to-Month Consumers,0.0163,0,2569.0,Low Risk (<30%),High Value (>$2.5k)
CUST_10729,35,Female,0,No,No,65,One year,Yes,Electronic check,Fiber optic,No,Yes,Yes,377.6,1,3,3.0,115.31,7492.27,0,3842.97,0,High-Value Enterprise Loyalists,0.0595,0,3773.38,Low Risk (<30%),High Value (>$2.5k)
CUST_10730,32,Male,0,Yes,No,10,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,329.1,3,2,3.0,73.48,746.86,1,1007.28,3,Budget-Conscious Minimalists,0.902,1,984.64,Critical Risk (>60%),Budget Value (<$1.2k)
CUST_10731,45,Female,0,Yes,Yes,20,Month-to-month,No,Electronic check,DSL,No,No,No,136.9,1,1,5.0,48.43,989.28,0,1513.52,1,At-Risk Month-to-Month Consumers,0.1912,0,1343.07,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10732,29,Female,0,No,No,29,Month-to-month,No,Electronic check,Fiber optic,Yes,No,Yes,422.0,0,1,4.0,108.23,3145.99,0,3294.74,2,Tech-Savvy Heavy Streamers,0.2845,0,2827.97,Low Risk (<30%),High Value (>$2.5k)
CUST_10733,47,Female,0,No,No,32,Two year,Yes,Electronic check,Fiber optic,Yes,No,No,605.8,2,1,4.0,89.42,2883.77,0,3227.32,2,Tech-Savvy Heavy Streamers,0.0431,0,2837.49,Low Risk (<30%),High Value (>$2.5k)
CUST_10734,20,Female,0,Yes,No,12,One year,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,24.0,2,2,4.0,27.22,337.18,0,943.01,0,High-Value Enterprise Loyalists,0.1894,0,626.84,Low Risk (<30%),Budget Value (<$1.2k)
CUST_10735,55,Female,0,Yes,Yes,28,Month-to-month,No,Credit card (automatic),DSL,No,No,No,174.8,0,1,5.0,52.94,1536.89,0,1584.5,1,At-Risk Month-to-Month Consumers,0.0759,0,1734.36,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10736,48,Female,0,Yes,No,25,Two year,No,Bank transfer (automatic),Fiber optic,No,No,Yes,322.1,2,1,4.0,98.34,2409.61,0,2909.23,2,Tech-Savvy Heavy Streamers,0.0565,0,2839.72,Low Risk (<30%),High Value (>$2.5k)
CUST_10737,45,Male,0,Yes,No,11,Month-to-month,No,Bank transfer (automatic),DSL,No,No,No,74.4,2,0,4.0,48.61,444.66,0,1526.73,1,At-Risk Month-to-Month Consumers,0.1828,0,1183.1,Low Risk (<30%),Budget Value (<$1.2k)
CUST_10738,55,Female,0,No,No,49,Month-to-month,No,Electronic check,Fiber optic,No,Yes,No,406.4,2,1,4.0,96.75,4751.98,1,1620.59,2,Tech-Savvy Heavy Streamers,0.2154,0,2868.87,Low Risk (<30%),High Value (>$2.5k)
CUST_10739,64,Male,0,Yes,No,12,Two year,Yes,Bank transfer (automatic),DSL,Yes,No,Yes,45.2,1,0,4.0,79.18,915.0,0,1945.0,1,At-Risk Month-to-Month Consumers,0.0188,0,2213.44,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10740,55,Female,0,No,No,23,Month-to-month,No,Electronic check,DSL,No,No,No,116.1,1,3,3.0,59.49,1372.45,1,1059.39,0,High-Value Enterprise Loyalists,0.6556,1,1206.45,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_10741,18,Male,0,Yes,Yes,24,Two year,Yes,Mailed check,DSL,Yes,No,No,140.6,0,1,3.0,53.86,1298.55,0,1865.18,1,At-Risk Month-to-Month Consumers,0.0079,0,1664.66,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10742,25,Male,0,No,No,35,Month-to-month,Yes,Mailed check,Fiber optic,No,No,No,222.8,4,0,4.0,79.63,2746.59,0,2576.75,3,Budget-Conscious Minimalists,0.1536,0,2305.63,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10743,34,Male,0,Yes,No,13,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,386.6,3,0,4.0,110.93,1453.44,1,1265.81,2,Tech-Savvy Heavy Streamers,0.4973,1,2317.02,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_10744,42,Male,0,No,No,28,One year,No,Electronic check,Fiber optic,Yes,No,No,453.7,2,3,3.0,90.47,2549.33,0,2841.53,0,High-Value Enterprise Loyalists,0.2522,0,2480.84,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10745,49,Female,0,No,No,39,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,Yes,340.8,4,2,3.0,113.38,4409.1,1,1459.69,3,Budget-Conscious Minimalists,0.6342,1,2275.89,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_10746,33,Male,0,No,No,36,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,359.8,3,0,4.0,127.47,4622.46,0,3983.59,2,Tech-Savvy Heavy Streamers,0.1208,0,3381.4,Low Risk (<30%),High Value (>$2.5k)
CUST_10747,44,Female,0,Yes,Yes,8,One year,Yes,Bank transfer (automatic),DSL,No,Yes,No,151.2,0,0,5.0,58.25,427.15,0,1708.67,1,At-Risk Month-to-Month Consumers,0.0375,0,1611.14,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10748,32,Female,0,Yes,No,9,Month-to-month,No,Electronic check,Fiber optic,Yes,No,Yes,561.2,1,0,5.0,110.17,984.21,1,1564.03,2,Tech-Savvy Heavy Streamers,0.4464,0,2262.56,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_10749,34,Male,0,Yes,No,28,Two year,Yes,Electronic check,DSL,No,No,Yes,129.8,0,0,5.0,62.64,1775.33,0,1836.64,1,At-Risk Month-to-Month Consumers,0.0142,0,1930.09,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10750,24,Female,0,Yes,No,57,One year,No,Credit card (automatic),DSL,Yes,No,No,148.7,1,0,5.0,57.96,3327.13,0,2160.58,1,At-Risk Month-to-Month Consumers,0.0162,0,2213.08,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_10751,30,Male,0,No,No,15,Two year,No,Electronic check,DSL,Yes,Yes,Yes,107.8,0,4,4.0,97.83,1483.21,0,2705.48,0,High-Value Enterprise Loyalists,0.0417,0,2589.95,Low Risk (<30%),High Value (>$2.5k)
