CustomerID,Age,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,ContractType,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,TechSupport,StreamingServices,MonthlyUsageGB,SupportTicketsLastYear,PaymentDelaysCount,CustomerSatisfactionScore,MonthlyCharges,TotalChargesHistorical,Churn,CustomerLifetimeValue
CUST_11451,46,Female,0,Yes,Yes,52,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,Yes,No,100.4,1,0,4.0,75.32,3897.29,0,2324.83
CUST_11452,64,Male,0,No,No,26,One year,No,Bank transfer (automatic),Fiber optic,No,No,No,239.7,2,0,4.0,78.91,2023.34,0,2456.3
CUST_11453,45,Female,0,Yes,Yes,55,Two year,Yes,Mailed check,DSL,Yes,Yes,Yes,190.7,1,0,4.0,91.68,5019.71,0,3036.69
CUST_11454,76,Male,1,Yes,Yes,0,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,No,No,237.1,5,1,2.0,82.46,31.38,1,1176.62
CUST_11455,49,Male,0,Yes,No,60,Two year,No,Mailed check,Fiber optic,Yes,No,Yes,278.2,0,0,5.0,109.49,6599.31,0,3554.19
CUST_11456,19,Female,0,Yes,Yes,5,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,Yes,No,356.6,2,0,4.0,92.59,464.64,0,2656.61
CUST_11457,52,Female,0,No,No,12,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,No,Yes,395.1,0,0,5.0,111.44,1343.23,1,1348.69
CUST_11458,47,Male,0,No,No,0,Month-to-month,No,Credit card (automatic),DSL,No,Yes,No,130.1,1,1,3.0,61.82,7.76,0,1522.89
CUST_11459,59,Male,0,Yes,No,31,Month-to-month,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,6.6,2,0,4.0,23.32,676.37,1,796.28
CUST_11460,51,Female,0,No,No,5,Month-to-month,Yes,Electronic check,DSL,No,No,Yes,135.8,2,1,3.0,71.16,326.36,1,755.04
CUST_11461,40,Male,0,No,No,51,One year,Yes,Credit card (automatic),Fiber optic,No,Yes,Yes,487.5,0,2,5.0,116.33,5977.06,0,3758.76
CUST_11462,26,Female,0,No,No,33,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,No,No,383.6,1,0,5.0,77.14,2573.32,0,2572.33
CUST_11463,39,Female,0,No,No,4,One year,Yes,Electronic check,No,No internet service,No internet service,No internet service,25.9,0,2,5.0,18.5,86.0,0,330.96
CUST_11464,31,Female,0,Yes,No,36,Month-to-month,No,Mailed check,Fiber optic,Yes,No,Yes,525.0,1,0,4.0,115.76,4140.12,0,3585.09
CUST_11465,34,Female,0,No,No,18,Two year,No,Mailed check,Fiber optic,Yes,No,Yes,309.8,1,0,5.0,111.56,2018.89,0,3353.81
CUST_11466,50,Female,0,Yes,No,60,One year,No,Electronic check,Fiber optic,No,No,Yes,286.5,0,1,4.0,95.58,5739.17,0,3246.36
CUST_11467,64,Male,0,No,No,10,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,Yes,226.7,2,1,3.0,120.14,1199.74,0,3419.01
CUST_11468,47,Female,0,Yes,Yes,26,Month-to-month,No,Mailed check,DSL,Yes,Yes,Yes,122.2,3,0,4.0,101.92,2676.59,0,2922.81
CUST_11469,26,Female,0,No,No,26,One year,Yes,Credit card (automatic),Fiber optic,No,Yes,No,393.7,0,1,5.0,93.28,2414.12,0,3139.13
CUST_11470,48,Female,0,No,No,37,Two year,No,Electronic check,Fiber optic,Yes,Yes,No,495.9,0,6,3.0,102.01,3776.89,0,3345.76
CUST_11471,58,Male,0,Yes,Yes,20,Two year,Yes,Credit card (automatic),Fiber optic,Yes,No,Yes,349.4,1,0,4.0,105.17,2088.58,0,3323.84
CUST_11472,34,Male,0,Yes,No,60,One year,No,Credit card (automatic),Fiber optic,No,No,No,257.7,0,0,5.0,78.77,4738.38,0,2789.16
CUST_11473,40,Female,0,No,No,48,One year,Yes,Credit card (automatic),Fiber optic,Yes,Yes,Yes,489.0,2,0,5.0,122.79,5867.01,0,4261.54
CUST_11474,42,Female,0,No,No,49,One year,Yes,Mailed check,DSL,No,Yes,No,71.4,0,2,4.0,62.75,3067.23,0,2294.49
CUST_11475,32,Female,0,Yes,No,56,Two year,No,Mailed check,Fiber optic,Yes,No,Yes,406.8,2,0,4.0,112.76,6329.45,0,3633.46
CUST_11476,50,Female,0,No,No,1,One year,No,Mailed check,Fiber optic,Yes,No,Yes,377.7,3,0,4.0,114.68,101.28,0,2714.98
CUST_11477,40,Female,0,Yes,Yes,44,One year,No,Credit card (automatic),DSL,No,No,No,125.2,1,0,,51.23,2251.24,0,1882.21
CUST_11478,47,Female,0,Yes,Yes,52,One year,Yes,Mailed check,Fiber optic,Yes,No,No,317.7,0,0,4.0,87.03,4572.63,0,2917.56
CUST_11479,30,Female,0,Yes,No,21,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,498.9,2,0,4.0,82.74,1772.02,0,2911.87
CUST_11480,36,Male,0,Yes,Yes,41,Two year,Yes,Electronic check,DSL,No,Yes,Yes,134.8,0,2,5.0,85.16,3510.18,0,2779.01
CUST_11481,51,Female,0,No,No,48,Two year,No,Mailed check,DSL,No,No,No,138.7,2,0,,44.85,2158.11,0,1748.57
CUST_11482,37,Male,0,No,No,8,Two year,Yes,Credit card (automatic),DSL,No,No,No,149.8,0,2,5.0,51.35,409.21,0,1451.84
CUST_11483,64,Male,0,Yes,No,40,One year,No,Bank transfer (automatic),Fiber optic,Yes,No,Yes,179.2,1,0,5.0,118.65,4723.57,0,3534.83
CUST_11484,37,Male,0,No,No,60,Two year,No,Bank transfer (automatic),DSL,No,No,Yes,76.3,0,1,4.0,71.81,4283.11,0,2753.52
CUST_11485,45,Female,0,Yes,No,26,Month-to-month,Yes,Electronic check,DSL,No,No,No,88.0,1,0,5.0,48.42,1238.7,0,1614.8
CUST_11486,54,Female,0,No,No,8,Month-to-month,No,Credit card (automatic),DSL,No,Yes,No,123.6,2,0,4.0,66.63,545.04,0,1814.22
CUST_11487,24,Female,0,Yes,No,59,One year,No,Mailed check,DSL,Yes,No,Yes,85.2,0,0,5.0,76.01,4480.11,0,2628.73
CUST_11488,19,Male,0,No,No,12,One year,Yes,Credit card (automatic),Fiber optic,No,No,No,255.0,1,0,5.0,72.33,860.15,0,2259.42
CUST_11489,22,Female,0,No,No,0,Month-to-month,Yes,Mailed check,Fiber optic,Yes,No,No,325.2,2,0,4.0,93.21,,0,2497.45
CUST_11490,58,Male,0,Yes,No,23,Month-to-month,Yes,Bank transfer (automatic),DSL,No,Yes,Yes,161.2,5,1,3.0,89.26,2014.03,1,1307.12
CUST_11491,35,Male,0,No,No,7,Month-to-month,Yes,Mailed check,Fiber optic,No,No,Yes,467.6,2,0,5.0,96.51,660.72,0,2785.73
CUST_11492,75,Female,1,Yes,Yes,37,Two year,Yes,Electronic check,DSL,No,No,No,147.2,2,1,4.0,43.69,1606.43,0,1577.59
CUST_11493,35,Male,0,Yes,Yes,7,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,422.2,2,1,4.0,102.02,669.27,1,1438.51
CUST_11494,44,Female,0,Yes,No,11,Month-to-month,Yes,Electronic check,DSL,Yes,Yes,Yes,120.2,5,1,4.0,100.52,1116.21,0,2566.21
CUST_11495,62,Female,0,Yes,Yes,6,One year,No,Mailed check,Fiber optic,No,Yes,Yes,384.2,2,0,4.0,113.07,688.28,0,3109.13
CUST_11496,68,Female,1,Yes,Yes,13,Month-to-month,No,Bank transfer (automatic),DSL,No,No,No,121.3,1,0,5.0,45.4,621.4,0,1534.1
CUST_11497,69,Female,1,Yes,Yes,2,Month-to-month,No,Electronic check,Fiber optic,Yes,No,No,365.8,1,2,5.0,86.81,172.09,0,2490.16
CUST_11498,58,Male,0,Yes,Yes,3,Two year,Yes,Mailed check,DSL,Yes,Yes,Yes,130.4,0,0,5.0,98.18,281.6,0,2734.97
CUST_11499,55,Female,0,Yes,Yes,39,Two year,No,Mailed check,DSL,Yes,No,Yes,107.9,0,0,5.0,77.34,2997.73,0,2350.27
CUST_11500,50,Female,0,No,No,17,Month-to-month,No,Mailed check,Fiber optic,Yes,No,Yes,109.9,3,0,3.0,112.1,1925.41,1,1336.84
CUST_11501,52,Male,0,No,No,24,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,No,438.4,3,1,4.0,83.57,2024.56,1,1664.08
CUST_11502,35,Male,0,Yes,Yes,36,Two year,No,Mailed check,DSL,No,No,No,124.8,1,0,5.0,45.95,1663.8,0,1699.87
CUST_11503,31,Female,0,Yes,No,8,Month-to-month,Yes,Mailed check,DSL,No,No,No,53.1,2,0,4.0,46.86,367.45,1,631.32
CUST_11504,42,Male,0,Yes,No,51,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,Yes,439.3,1,2,4.0,122.96,6313.26,1,2254.84
CUST_11505,40,Male,0,No,No,44,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,Yes,135.6,2,0,4.0,62.16,2731.83,0,2346.13
CUST_11506,36,Female,0,No,No,51,Two year,Yes,Electronic check,DSL,Yes,Yes,No,56.5,1,0,5.0,78.23,3976.77,0,2795.74
CUST_11507,51,Female,0,Yes,No,11,Month-to-month,No,Credit card (automatic),DSL,No,No,No,194.0,2,0,4.0,48.55,549.99,0,1363.5
CUST_11508,54,Female,0,Yes,Yes,30,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,Yes,No,343.5,4,1,4.0,109.17,3262.95,1,1631.57
CUST_11509,43,Male,0,Yes,No,49,One year,Yes,Bank transfer (automatic),DSL,No,No,Yes,216.9,2,0,4.0,76.21,3700.32,0,2723.76
CUST_11510,61,Male,0,Yes,Yes,52,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,21.1,2,1,4.0,20.21,1104.64,0,1134.61
CUST_11511,27,Male,0,No,No,46,One year,No,Bank transfer (automatic),Fiber optic,No,No,No,547.5,0,0,5.0,74.56,3449.27,0,2681.35
CUST_11512,39,Female,0,No,No,18,Month-to-month,Yes,Bank transfer (automatic),No,No internet service,No internet service,No internet service,15.3,2,0,4.0,28.35,512.48,0,857.23
CUST_11513,33,Female,0,Yes,Yes,33,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,16.1,2,0,4.0,23.4,775.81,0,609.19
CUST_11514,18,Female,0,No,No,3,One year,Yes,Electronic check,No,No internet service,No internet service,No internet service,18.5,1,3,4.0,18.5,26.55,0,571.13
CUST_11515,41,Female,0,Yes,No,8,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,16.7,3,2,3.0,26.43,213.61,1,150.0
CUST_11516,40,Male,0,Yes,No,55,One year,No,Electronic check,DSL,No,No,No,148.5,0,5,4.0,44.4,2435.65,0,1792.69
CUST_11517,62,Male,0,No,No,0,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,Yes,117.0,3,0,3.0,71.66,0.0,1,861.49
CUST_11518,50,Female,0,No,No,21,Month-to-month,Yes,Credit card (automatic),DSL,No,Yes,No,47.9,5,0,3.0,69.77,1435.85,1,858.45
CUST_11519,29,Female,0,Yes,Yes,22,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,No,296.5,2,1,4.0,91.04,1974.5,0,2770.05
CUST_11520,66,Female,1,Yes,No,28,One year,Yes,Electronic check,Fiber optic,Yes,No,No,406.9,0,1,5.0,89.67,2510.56,0,3172.76
CUST_11521,58,Female,0,No,No,22,Month-to-month,Yes,Electronic check,No,No internet service,No internet service,No internet service,17.0,4,3,3.0,22.74,498.85,1,483.47
CUST_11522,50,Female,0,No,No,32,One year,Yes,Mailed check,No,No internet service,No internet service,No internet service,25.5,1,1,4.0,18.5,596.59,0,945.3
CUST_11523,39,Female,0,Yes,Yes,5,One year,Yes,Electronic check,DSL,No,No,No,105.3,1,0,4.0,55.81,265.52,0,1643.17
CUST_11524,30,Female,0,Yes,Yes,35,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,No,398.6,4,0,4.0,91.7,3191.09,0,2897.8
CUST_11525,37,Female,0,Yes,No,20,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,Yes,435.8,4,2,3.0,128.0,2579.57,1,1513.95
CUST_11526,56,Female,0,No,No,7,One year,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,409.5,0,0,5.0,116.11,819.67,1,1553.54
CUST_11527,66,Female,1,No,No,10,One year,No,Bank transfer (automatic),Fiber optic,No,No,Yes,253.6,1,0,4.0,105.26,1068.03,0,2972.86
CUST_11528,62,Male,0,Yes,Yes,21,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,17.3,1,0,5.0,18.5,424.09,0,658.29
CUST_11529,36,Female,0,No,No,6,Month-to-month,Yes,Bank transfer (automatic),No,No internet service,No internet service,No internet service,9.8,3,0,4.0,21.94,128.89,0,481.66
CUST_11530,27,Male,0,No,No,30,Two year,Yes,Electronic check,DSL,No,Yes,Yes,101.7,1,0,4.0,87.63,2599.58,0,2715.22
CUST_11531,44,Female,0,Yes,Yes,37,Two year,Yes,Bank transfer (automatic),DSL,No,No,Yes,113.1,0,0,4.0,72.24,2650.45,0,2347.18
CUST_11532,19,Female,0,Yes,Yes,54,One year,No,Electronic check,Fiber optic,Yes,No,No,328.3,2,4,4.0,84.15,4524.79,0,2928.24
CUST_11533,46,Female,0,No,No,5,Month-to-month,No,Mailed check,Fiber optic,No,Yes,No,162.0,2,1,4.0,93.68,453.86,1,1151.28
CUST_11534,40,Female,0,No,No,37,Month-to-month,No,Electronic check,Fiber optic,No,No,No,345.4,2,2,4.0,75.79,2797.5,1,1328.88
CUST_11535,36,Male,0,No,No,33,One year,Yes,Electronic check,No,No internet service,No internet service,No internet service,15.7,0,1,5.0,19.46,665.73,0,590.66
CUST_11536,21,Female,0,No,No,5,Month-to-month,No,Mailed check,DSL,No,No,No,129.8,2,1,4.0,51.51,233.58,1,535.56
CUST_11537,49,Male,0,Yes,No,14,Month-to-month,No,Electronic check,Fiber optic,No,No,No,318.9,2,5,2.0,76.55,1064.06,1,1000.81
CUST_11538,35,Male,0,Yes,Yes,37,Month-to-month,Yes,Electronic check,No,No internet service,No internet service,No internet service,25.4,4,2,3.0,27.94,1042.58,0,1097.18
CUST_11539,27,Male,0,No,No,40,One year,No,Electronic check,Fiber optic,No,No,No,372.5,0,0,5.0,81.49,3267.09,0,2704.47
CUST_11540,18,Male,0,Yes,No,3,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,Yes,No,297.7,0,0,5.0,94.62,282.0,0,2229.23
CUST_11541,42,Male,0,No,No,4,Month-to-month,Yes,Electronic check,DSL,Yes,Yes,Yes,133.2,4,0,4.0,98.43,413.72,0,2657.11
CUST_11542,65,Female,1,No,No,16,Month-to-month,Yes,Mailed check,DSL,No,Yes,Yes,93.3,6,0,3.0,85.66,1380.06,1,893.96
CUST_11543,64,Male,0,No,No,42,Two year,Yes,Bank transfer (automatic),DSL,No,No,No,160.5,5,0,3.0,54.47,2359.12,0,1677.1
CUST_11544,36,Female,0,Yes,Yes,12,One year,No,Electronic check,Fiber optic,No,Yes,Yes,412.7,1,2,3.0,108.48,1261.89,1,1503.53
CUST_11545,34,Female,0,No,No,31,One year,No,Credit card (automatic),Fiber optic,No,Yes,No,548.0,1,1,5.0,96.48,2996.83,0,2785.34
CUST_11546,48,Female,0,No,No,64,One year,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,20.2,0,0,5.0,18.5,1144.58,0,1176.93
CUST_11547,29,Male,0,No,No,61,Two year,Yes,Credit card (automatic),DSL,No,Yes,Yes,183.0,0,1,4.0,84.17,5147.05,0,3175.52
CUST_11548,46,Male,0,No,No,20,One year,Yes,Mailed check,DSL,Yes,No,No,29.1,1,1,5.0,60.57,1242.05,0,1473.6
CUST_11549,52,Female,0,Yes,Yes,65,Two year,No,Mailed check,DSL,No,Yes,No,77.1,0,0,5.0,60.12,3915.79,0,2509.36
CUST_11550,58,Male,0,Yes,Yes,19,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,436.3,1,0,5.0,113.86,2216.42,0,3287.53
CUST_11551,41,Female,0,Yes,Yes,2,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,12.0,3,0,5.0,29.26,32.3,0,769.94
CUST_11552,39,Female,0,Yes,Yes,70,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,23.1,5,1,2.0,22.48,1581.57,0,1573.34
CUST_11553,31,Female,0,No,No,32,Month-to-month,Yes,Electronic check,Fiber optic,No,No,Yes,320.7,4,1,3.0,99.14,3174.42,0,2891.65
CUST_11554,31,Female,0,No,No,12,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,No,167.3,2,0,4.0,42.8,524.6,1,487.02
CUST_11555,39,Female,0,No,No,60,Two year,Yes,Electronic check,DSL,Yes,No,No,140.4,0,0,5.0,55.7,3349.97,0,2041.02
CUST_11556,47,Male,0,No,No,22,One year,Yes,Bank transfer (automatic),Fiber optic,No,No,No,339.4,0,1,5.0,71.19,1585.63,0,2162.35
CUST_11557,54,Male,0,Yes,No,2,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,Yes,264.6,2,1,3.0,126.34,220.12,1,1271.9
CUST_11558,32,Female,0,No,No,19,One year,No,Bank transfer (automatic),DSL,Yes,No,Yes,133.7,1,0,5.0,83.11,1606.27,0,2082.93
CUST_11559,61,Female,0,Yes,Yes,3,Month-to-month,Yes,Mailed check,Fiber optic,Yes,No,No,329.1,0,0,5.0,88.62,253.36,0,2479.52
CUST_11560,38,Male,0,Yes,No,59,One year,Yes,Electronic check,DSL,No,No,No,86.5,2,1,4.0,45.86,2728.05,0,2025.57
CUST_11561,42,Male,0,No,No,51,Two year,Yes,Electronic check,Fiber optic,No,No,Yes,176.4,0,1,5.0,101.23,5184.25,0,3076.24
CUST_11562,32,Female,0,No,No,24,One year,No,Electronic check,No,No internet service,No internet service,No internet service,15.5,0,1,5.0,21.85,501.07,0,679.87
CUST_11563,18,Female,0,No,No,23,One year,Yes,Electronic check,DSL,No,Yes,No,161.6,1,1,5.0,64.12,1464.96,0,1898.84
CUST_11564,53,Male,0,Yes,Yes,40,One year,No,Mailed check,Fiber optic,No,No,Yes,385.8,0,0,5.0,99.5,3956.82,0,3261.22
CUST_11565,52,Male,0,No,No,38,One year,Yes,Credit card (automatic),DSL,No,No,No,150.4,3,0,4.0,45.54,1717.9,0,1659.81
CUST_11566,38,Female,0,Yes,Yes,24,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,14.4,0,1,4.0,25.06,620.57,0,1199.52
CUST_11567,43,Female,0,Yes,No,17,Two year,No,Credit card (automatic),DSL,No,Yes,Yes,86.7,2,0,4.0,83.51,1439.3,0,2406.4
CUST_11568,49,Male,0,No,No,60,One year,Yes,Credit card (automatic),Fiber optic,Yes,No,Yes,442.7,1,1,4.0,116.15,6989.39,0,3937.23
CUST_11569,22,Female,0,No,No,49,Two year,Yes,Mailed check,DSL,No,Yes,No,110.2,0,1,5.0,61.62,3014.36,0,2062.07
CUST_11570,35,Male,0,No,No,30,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,15.3,2,1,4.0,20.11,557.53,1,526.9
CUST_11571,52,Female,0,No,No,25,Month-to-month,No,Credit card (automatic),DSL,Yes,Yes,Yes,151.0,3,1,4.0,98.2,2454.84,1,1240.84
CUST_11572,26,Male,0,No,No,10,One year,Yes,Bank transfer (automatic),DSL,No,No,Yes,151.7,2,0,4.0,68.35,717.16,1,1208.7
CUST_11573,46,Female,0,No,No,4,Month-to-month,Yes,Credit card (automatic),DSL,No,No,Yes,124.3,3,1,3.0,65.78,290.56,0,1675.47
CUST_11574,24,Female,0,No,No,38,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,457.7,2,0,5.0,101.79,3847.22,0,3518.82
CUST_11575,48,Male,0,No,No,7,Month-to-month,No,Bank transfer (automatic),DSL,No,No,Yes,142.6,3,0,4.0,68.32,516.38,1,629.27
CUST_11576,42,Female,0,No,No,6,Month-to-month,No,Credit card (automatic),DSL,No,Yes,Yes,143.5,4,0,3.0,85.27,486.55,0,2304.33
CUST_11577,21,Male,0,No,No,11,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,515.7,0,0,4.0,114.64,1262.05,0,3497.12
CUST_11578,57,Female,0,Yes,No,56,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,No,No,422.3,1,0,4.0,97.32,5429.08,0,3471.28
CUST_11579,32,Female,0,No,No,29,Two year,Yes,Mailed check,Fiber optic,No,No,No,574.5,0,0,4.0,80.2,2384.43,0,2837.81
CUST_11580,31,Female,0,No,No,35,One year,No,Credit card (automatic),DSL,No,No,Yes,63.5,2,0,4.0,70.67,2472.64,0,2191.55
CUST_11581,45,Male,0,Yes,Yes,61,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,Yes,Yes,238.9,4,0,3.0,114.33,6939.56,1,1949.9
CUST_11582,57,Female,0,No,No,5,Two year,No,Mailed check,Fiber optic,No,No,Yes,291.2,0,1,4.0,101.43,539.77,0,2713.15
CUST_11583,29,Female,0,Yes,Yes,31,Month-to-month,No,Mailed check,Fiber optic,No,No,Yes,219.5,1,0,5.0,103.05,3162.51,0,2907.63
CUST_11584,43,Female,0,No,No,2,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,No,No,196.2,1,1,4.0,67.72,126.02,1,846.14
CUST_11585,48,Male,0,No,No,53,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,23.4,3,3,3.0,20.81,1134.92,1,913.67
CUST_11586,51,Male,0,Yes,No,56,Month-to-month,No,Electronic check,DSL,No,No,Yes,151.3,1,1,3.0,67.6,3776.41,0,2520.46
CUST_11587,44,Female,0,Yes,No,22,Month-to-month,Yes,Electronic check,DSL,Yes,Yes,No,135.1,3,2,4.0,73.68,1630.37,0,1961.1
CUST_11588,37,Female,0,No,No,25,One year,No,Credit card (automatic),DSL,No,No,No,76.7,1,0,5.0,44.22,1080.38,0,1368.36
CUST_11589,31,Male,0,Yes,Yes,63,One year,Yes,Electronic check,No,No internet service,No internet service,No internet service,17.5,1,1,4.0,31.27,2018.27,0,1534.68
CUST_11590,43,Female,0,Yes,No,23,One year,No,Mailed check,Fiber optic,No,No,No,367.4,0,0,4.0,72.79,1641.5,0,2392.23
CUST_11591,28,Male,0,Yes,Yes,22,One year,No,Credit card (automatic),Fiber optic,Yes,No,Yes,455.2,0,0,5.0,110.77,2422.07,1,1360.36
CUST_11592,18,Male,0,No,No,41,One year,Yes,Electronic check,DSL,No,No,Yes,101.5,0,1,5.0,69.53,2844.29,0,1977.79
CUST_11593,48,Male,0,No,No,6,One year,No,Electronic check,Fiber optic,No,No,Yes,420.7,0,1,5.0,100.8,565.02,0,2998.32
CUST_11594,54,Female,0,No,No,18,Two year,Yes,Credit card (automatic),DSL,No,No,No,162.7,0,0,5.0,47.31,856.21,0,1442.84
CUST_11595,18,Male,0,Yes,No,52,One year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,19.8,3,1,4.0,18.5,992.43,0,1300.85
CUST_11596,29,Male,0,No,No,13,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,No,369.2,5,2,2.0,103.25,1384.61,0,2989.22
CUST_11597,50,Male,0,No,No,37,One year,No,Credit card (automatic),Fiber optic,Yes,No,Yes,517.4,0,0,5.0,114.19,4239.44,0,3744.75
CUST_11598,69,Female,1,Yes,Yes,48,Month-to-month,Yes,Credit card (automatic),DSL,No,No,Yes,83.5,2,0,3.0,70.74,3374.28,0,2372.85
CUST_11599,42,Female,0,No,No,58,Two year,Yes,Credit card (automatic),Fiber optic,No,No,No,384.2,0,0,4.0,78.09,4492.12,0,2981.15
CUST_11600,33,Female,0,No,No,45,One year,Yes,Electronic check,Fiber optic,No,Yes,No,420.8,1,1,4.0,91.92,4211.46,0,3284.75
CUST_11601,40,Male,0,No,No,12,One year,Yes,Mailed check,Fiber optic,No,No,No,349.9,0,0,5.0,76.68,948.84,0,2138.91
CUST_11602,60,Male,0,Yes,Yes,17,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,No,Yes,443.4,3,0,4.0,105.4,1830.69,1,1277.29
CUST_11603,34,Female,0,Yes,No,18,One year,Yes,Mailed check,Fiber optic,No,Yes,No,476.9,0,0,5.0,94.69,1712.16,0,2904.65
CUST_11604,32,Female,0,Yes,No,24,Month-to-month,Yes,Electronic check,Fiber optic,No,No,Yes,130.9,2,1,5.0,102.91,2499.74,1,1056.89
CUST_11605,36,Female,0,Yes,No,4,One year,Yes,Electronic check,No,No internet service,No internet service,No internet service,23.1,1,1,4.0,26.61,102.2,1,150.0
CUST_11606,30,Male,0,No,No,34,Two year,Yes,Bank transfer (automatic),DSL,No,No,No,98.3,1,0,5.0,53.65,1792.75,0,1672.96
CUST_11607,44,Male,0,Yes,No,12,Month-to-month,Yes,Mailed check,DSL,Yes,No,No,169.5,2,0,4.0,58.63,672.12,0,1843.42
CUST_11608,63,Female,0,No,No,40,One year,No,Electronic check,Fiber optic,No,No,Yes,268.8,1,2,4.0,98.35,3932.42,0,3152.41
CUST_11609,46,Female,0,Yes,Yes,35,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,No,Yes,141.0,0,0,5.0,79.68,2792.96,1,1576.33
CUST_11610,39,Female,0,Yes,Yes,40,Two year,No,Mailed check,DSL,No,Yes,Yes,142.2,1,0,4.0,82.27,3296.49,0,2701.56
CUST_11611,38,Male,0,No,No,30,Month-to-month,No,Electronic check,DSL,No,No,No,113.7,5,2,2.0,51.61,1514.46,1,1123.88
CUST_11612,22,Male,0,Yes,No,46,Two year,No,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,295.7,1,0,4.0,127.3,5862.32,0,3855.33
CUST_11613,53,Male,0,No,No,31,Month-to-month,No,Mailed check,DSL,No,No,Yes,241.9,0,0,4.0,69.68,2088.71,0,2242.86
CUST_11614,41,Female,0,Yes,Yes,50,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,No,No,289.1,1,0,5.0,80.6,4035.77,0,3068.31
CUST_11615,40,Male,0,Yes,No,63,One year,Yes,Electronic check,No,No internet service,No internet service,No internet service,22.9,0,2,4.0,25.04,1556.55,1,967.49
CUST_11616,80,Female,1,No,No,41,Month-to-month,No,Electronic check,Fiber optic,No,Yes,Yes,703.0,0,5,3.0,120.16,4915.48,1,2167.39
CUST_11617,46,Male,0,No,No,7,Month-to-month,Yes,Mailed check,Fiber optic,Yes,Yes,Yes,309.4,1,1,5.0,128.0,931.62,0,3666.9
CUST_11618,32,Female,0,Yes,Yes,21,Month-to-month,Yes,Credit card (automatic),DSL,Yes,Yes,Yes,53.9,2,0,4.0,93.37,1965.25,0,2599.8
CUST_11619,36,Male,0,Yes,No,19,Two year,No,Electronic check,DSL,No,No,No,120.7,2,0,4.0,52.53,993.35,0,1797.9
CUST_11620,57,Male,0,No,No,47,One year,Yes,Bank transfer (automatic),DSL,No,No,No,101.1,0,1,5.0,46.39,2183.76,0,1495.11
CUST_11621,43,Male,0,No,No,17,One year,Yes,Electronic check,No,No internet service,No internet service,No internet service,18.6,1,1,5.0,22.45,413.37,0,616.04
CUST_11622,23,Male,0,No,No,1,Month-to-month,No,Electronic check,Fiber optic,No,No,Yes,296.1,3,1,4.0,101.27,126.96,0,2823.2
CUST_11623,54,Female,0,Yes,Yes,61,Month-to-month,Yes,Electronic check,DSL,No,No,Yes,112.4,0,4,4.0,59.49,3679.23,0,2201.28
CUST_11624,33,Female,0,No,No,12,One year,Yes,Credit card (automatic),Fiber optic,No,No,Yes,345.7,0,0,5.0,98.83,1160.9,0,2853.22
